"date","close","volume","open","high","low"
"2017/09/01","171.0400","11155170.0000","171.9900","172.3863","170.6500"
"2017/08/31","171.7400","16471180.0000","172.5400","172.9000","170.2500"
"2017/08/30","171.2500","17736920.0000","169.1500","172.3900","169.1500"
"2017/08/29","167.4100","19560760.0000","165.1500","169.2300","164.3500"
"2017/08/28","168.3000","24395950.0000","171.1500","171.3400","167.0600"
"2017/08/25","171.7400","24132130.0000","174.8000","174.9400","171.1100"
"2017/08/24","175.0000","20757320.0000","177.0000","177.0000","174.3000"
"2017/08/23","175.8000","21907920.0000","172.9000","176.2300","172.7500"
"2017/08/22","174.4600","24427590.0000","170.0200","174.7700","169.6400"
"2017/08/21","169.2500","22317510.0000","168.2900","170.6000","166.9800"
"2017/08/18","167.5000","31463720.0000","165.3600","169.5000","164.1000"
"2017/08/17","163.9200","56786950.0000","166.1200","168.0000","163.5100"
"2017/08/16","159.5000","21192550.0000","160.0000","160.3500","158.5350"
"2017/08/15","157.7500","18606600.0000","155.7400","158.3200","154.0000"
"2017/08/14","154.6100","14567530.0000","154.7700","155.0800","153.1000"
"2017/08/11","151.7000","22296070.0000","150.5100","152.5700","147.5000"
"2017/08/10","151.7700","18931260.0000","156.2000","156.5000","151.2500"
"2017/08/09","157.4900","10994800.0000","156.0500","157.7100","155.2000"
"2017/08/08","157.5000","15413790.0000","158.5600","159.8400","156.8000"
"2017/08/07","158.8400","15873550.0000","154.8300","158.9900","154.3700"
"2017/08/04","153.3300","10023700.0000","154.3200","154.3200","152.1600"
"2017/08/03","153.3200","12412750.0000","152.1000","153.8000","149.6000"
"2017/08/02","151.9100","19494160.0000","155.4700","155.7500","149.1000"
"2017/08/01","154.7300","11976760.0000","156.2500","156.6100","153.8000"
"2017/07/31","154.9500","17750860.0000","158.9000","159.3900","153.5000"
"2017/07/28","157.5600","14438300.0000","153.9600","158.9600","152.8200"
"2017/07/27","154.1500","26027590.0000","157.8500","160.3900","151.3300"
"2017/07/26","155.7900","14425820.0000","152.5300","156.0000","152.3600"
"2017/07/25","152.4400","8447232.0000","152.3600","152.7500","150.8500"
"2017/07/24","152.2600","10630370.0000","152.7700","153.2300","151.6000"
"2017/07/21","151.8900","11441250.0000","151.7900","152.1500","150.3100"
"2017/07/20","152.1100","16606860.0000","153.9600","154.1200","151.8400"
"2017/07/19","153.1500","16776380.0000","155.1400","156.4100","152.6400"
"2017/07/18","153.7500","15292620.0000","151.0800","154.6000","150.4800"
"2017/07/17","151.2300","15317140.0000","153.5300","153.7000","150.4200"
"2017/07/14","151.8300","11459670.0000","150.1200","152.2500","149.6900"
"2017/07/13","149.5200","11672540.0000","149.5200","150.0000","148.0000"
"2017/07/12","149.0000","14940130.0000","147.3800","149.3000","146.8500"
"2017/07/11","145.8100","13507130.0000","144.2900","145.8700","143.2600"
"2017/07/10","143.8100","10334210.0000","143.0000","144.1600","142.2500"
"2017/07/07","142.4300","8034802.0000","142.6500","143.3785","141.8310"
"2017/07/06","142.2000","11918460.0000","143.0100","143.6200","141.8300"
"2017/07/05","144.8700","16969000.0000","141.1600","145.0000","140.3300"
"2017/07/03","140.9900","6975712.0000","141.7500","142.4900","139.4950"
"2017/06/30","140.9000","12267040.0000","141.0300","142.3800","139.9200"
"2017/06/29","140.8100","24112460.0000","143.1600","143.5600","137.5200"
"2017/06/28","143.9500","17738130.0000","142.6500","144.3700","141.4800"
"2017/06/27","141.5300","17357530.0000","143.9000","144.3800","141.1000"
"2017/06/26","142.7300","17820360.0000","144.0300","145.3600","141.2700"
"2017/06/23","143.0100","11748910.0000","142.1000","143.3400","141.6000"
"2017/06/22","142.2700","21880720.0000","142.0500","144.6800","140.8800"
"2017/06/21","143.2900","30893320.0000","138.8200","143.5000","138.0200"
"2017/06/20","138.3800","19974660.0000","140.0800","140.6300","137.9300"
"2017/06/19","139.4700","24921200.0000","137.8100","140.4000","137.4000"
"2017/06/16","134.8700","36327490.0000","136.2800","136.5000","133.5500"
"2017/06/15","135.0800","30498630.0000","135.6400","135.6700","133.1000"
"2017/06/14","136.6700","32828070.0000","137.8000","139.2500","135.2600"
"2017/06/13","136.6000","40858290.0000","141.8800","142.2440","135.9000"
"2017/06/12","139.0800","32160830.0000","139.1700","142.2000","136.0500"
"2017/06/09","139.4400","54344790.0000","144.5700","148.2900","137.0100"
"2017/06/08","142.3400","81317190.0000","142.5100","143.7000","135.2100"
"2017/06/07","125.6400","9429288.0000","125.0800","125.9100","124.1100"
"2017/06/06","124.6200","9249509.0000","125.6100","126.2000","124.2700"
"2017/06/05","125.3700","10027960.0000","124.0200","125.5600","123.8700"
"2017/06/02","124.1300","7341037.0000","123.7200","124.5300","123.2400"
"2017/06/01","123.9700","8894392.0000","122.8200","124.0000","122.2600"
"2017/05/31","122.4600","11580420.0000","123.6400","124.1753","122.0000"
"2017/05/30","123.9100","8335992.0000","124.0800","124.8800","123.5300"
"2017/05/26","123.9900","7555771.0000","123.9300","124.6500","123.1000"
"2017/05/25","123.6300","12478840.0000","123.7400","124.4500","122.3100"
"2017/05/24","122.8100","8370763.0000","123.0700","123.6840","121.9500"
"2017/05/23","122.9300","14353420.0000","124.6700","125.6750","122.8500"
"2017/05/22","124.7500","13479320.0000","124.9800","125.5900","123.5550"
"2017/05/19","123.2200","21049110.0000","123.9600","126.4000","123.0700"
"2017/05/18","121.2700","37098420.0000","116.3100","122.6300","114.0000"
"2017/05/17","120.7200","19770550.0000","123.2500","123.8900","120.5000"
"2017/05/16","124.0200","18143610.0000","121.9800","124.3400","121.7400"
"2017/05/15","121.4000","11112300.0000","121.0300","121.4900","120.0310"
"2017/05/12","120.3400","9814886.0000","120.3700","120.4677","119.5100"
"2017/05/11","120.1600","11347940.0000","120.1300","120.5000","118.2500"
"2017/05/10","119.9800","9338224.0000","120.0100","120.3300","119.1000"
"2017/05/09","120.0000","15194460.0000","118.6200","120.0000","118.0700"
"2017/05/08","116.8600","6460771.0000","116.9000","117.5100","116.2000"
"2017/05/05","116.0400","7088097.0000","116.0500","116.1500","114.8000"
"2017/05/04","115.8600","6977683.0000","115.9400","116.4100","115.1500"
"2017/05/03","116.5700","10587910.0000","117.9500","118.0000","115.1200"
"2017/05/02","118.0900","10032340.0000","117.0700","118.6900","117.0000"
"2017/05/01","116.6800","7312691.0000","115.6300","117.2400","115.5000"
"2017/04/28","115.5000","6981258.0000","115.9000","115.9900","115.0000"
"2017/04/27","115.4300","9435857.0000","115.0000","115.9600","114.8300"
"2017/04/26","114.9700","6674081.0000","115.3700","115.7500","114.6223"
"2017/04/25","115.4800","11332290.0000","115.5400","115.8200","114.8000"
"2017/04/24","114.8600","13417020.0000","114.0400","115.1600","114.0200"
"2017/04/21","113.1100","8960952.0000","112.8000","113.1700","112.3000"
"2017/04/20","112.9600","13771690.0000","111.5300","113.6000","111.4800"
"2017/04/19","110.7600","9595884.0000","111.9900","112.2000","110.5700"
"2017/04/18","111.2300","8297300.0000","111.2000","112.2000","110.8674"
"2017/04/17","111.7600","7111117.0000","110.9100","111.8700","110.3000"
"2017/04/13","110.2100","6854470.0000","110.7200","111.4500","109.8200"
"2017/04/12","110.6300","8097064.0000","110.5000","111.7000","110.3100"
"2017/04/11","110.4400","10010850.0000","111.4000","111.7900","109.4600"
"2017/04/10","111.7000","14796220.0000","109.0000","111.8800","108.8400"
"2017/04/07","108.9900","8341495.0000","107.8800","109.0700","106.7600"
"2017/04/06","108.0400","5201954.0000","107.5900","108.4200","107.1500"
"2017/04/05","107.4400","8187964.0000","108.3600","108.8200","107.3200"
"2017/04/04","107.5200","6477898.0000","107.8700","108.2600","106.8800"
"2017/04/03","108.0900","7783911.0000","108.8500","109.4700","107.5200"
"2017/03/31","107.8300","8994726.0000","108.5000","109.1186","107.7800"
"2017/03/30","108.8500","10587160.0000","109.7290","110.4500","108.6600"
"2017/03/29","109.5100","8784547.0000","107.9700","109.7400","107.6900"
"2017/03/28","107.8000","6467098.0000","108.2300","108.9500","107.4601"
"2017/03/27","108.0800","7699358.0000","106.6500","108.1900","106.5100"
"2017/03/24","108.0400","7572922.0000","108.4000","109.1300","107.2300"
"2017/03/23","108.2500","13398120.0000","106.9500","108.8300","106.4400"
"2017/03/22","106.0900","7144945.0000","104.6400","106.1200","103.9800"
"2017/03/21","105.0900","13868960.0000","108.4600","108.7000","104.7000"
"2017/03/20","107.2500","12447930.0000","106.2300","108.2000","105.9400"
"2017/03/17","105.6100","8760765.0000","105.1700","106.5000","104.8600"
"2017/03/16","105.6300","12313540.0000","105.2500","105.6500","104.3010"
"2017/03/15","103.6900","11670640.0000","104.3700","104.4900","102.6000"
"2017/03/14","104.2500","7746539.0000","104.6100","106.0000","103.8221"
"2017/03/13","105.1800","16103740.0000","103.5200","106.2500","103.4700"
"2017/03/10","103.3900","4113497.0000","103.4300","103.7000","102.6300"
"2017/03/09","103.2400","4521801.0000","102.9700","103.7500","102.7600"
"2017/03/08","103.2200","7064946.0000","102.6300","104.2900","102.5400"
"2017/03/07","102.6300","4980492.0000","102.3000","103.3078","102.1100"
"2017/03/06","102.3100","6271374.0000","102.7600","103.2500","102.1000"
"2017/03/03","103.3100","6313293.0000","102.9900","103.4200","102.4400"
"2017/03/02","103.1900","7970738.0000","103.8000","104.5800","102.7700"
"2017/03/01","104.0400","10324960.0000","103.6800","104.9900","103.2100"
"2017/02/28","102.9000","8007397.0000","103.8900","103.9900","102.0300"
"2017/02/27","103.6000","6860807.0000","102.5000","103.8250","102.2201"
"2017/02/24","102.9500","7356362.0000","101.3900","103.0000","101.3000"
"2017/02/23","102.4600","10088960.0000","104.7200","104.8600","101.8200"
"2017/02/22","104.2000","15772600.0000","102.4800","105.2000","102.4200"
"2017/02/21","102.1200","8179989.0000","101.0300","102.5400","100.9100"
"2017/02/17","100.5200","8237860.0000","100.6900","101.7300","100.3000"
"2017/02/16","100.8200","7457191.0000","101.8600","102.1000","100.5000"
"2017/02/15","101.5500","12379520.0000","102.0600","102.1300","100.1100"
"2017/02/14","101.5900","10229280.0000","103.1400","103.6000","100.8960"
"2017/02/13","103.1000","9722892.0000","102.8200","104.4400","102.6200"
"2017/02/10","102.3600","7675084.0000","103.8800","103.9400","102.3100"
"2017/02/09","103.3400","8421821.0000","103.3250","104.1800","102.5600"
"2017/02/08","103.5700","10169200.0000","101.5500","103.9900","101.1600"
"2017/02/07","100.8300","5647856.0000","101.0400","101.6000","100.5000"
"2017/02/06","100.9000","6784375.0000","100.1700","101.7060","100.0200"
"2017/02/03","100.3900","6184364.0000","101.5000","101.5600","100.3000"
"2017/02/02","100.8400","5363044.0000","101.2800","101.4700","100.5600"
"2017/02/01","101.5700","5726905.0000","102.0700","102.3800","100.8700"
"2017/01/31","101.3100","7522294.0000","100.2400","102.0900","100.0600"
"2017/01/30","101.0200","8611044.0000","101.2000","101.4600","100.0900"
"2017/01/27","102.0700","8028976.0000","102.2500","102.7000","101.2900"
"2017/01/26","102.7500","12500030.0000","103.9200","104.5700","102.1700"
"2017/01/25","104.0600","23306790.0000","102.4600","104.2700","101.9000"
"2017/01/24","101.4300","37142250.0000","103.1500","103.1900","99.9400"
"2017/01/23","98.4100","13997100.0000","96.4800","98.6700","96.2600"
"2017/01/20","96.0600","9652714.0000","96.4500","97.1500","95.6707"
"2017/01/19","96.1700","7085970.0000","96.4200","96.7000","95.5800"
"2017/01/18","96.0000","6587018.0000","96.2700","96.2700","95.2600"
"2017/01/17","96.1200","6340299.0000","96.3200","96.5900","95.0000"
"2017/01/13","96.2700","10687930.0000","95.9500","97.3800","95.7600"
"2017/01/12","95.9000","8412007.0000","96.8500","96.8500","94.8000"
"2017/01/11","96.9400","8723400.0000","96.9200","97.4500","95.6000"
"2017/01/10","96.7500","14759640.0000","96.4000","97.9040","95.5500"
"2017/01/09","94.7200","10817620.0000","94.1600","95.6500","93.3100"
"2017/01/06","93.8900","7597513.0000","94.4000","94.5000","93.0000"
"2017/01/05","94.3700","16787830.0000","91.9100","94.8100","91.6400"
"2017/01/04","90.5100","11462690.0000","88.9850","90.8900","88.5800"
"2017/01/03","88.6000","8786988.0000","89.0000","89.0000","88.0800"
"2016/12/30","87.8100","7208711.0000","87.5700","88.1000","87.2000"
"2016/12/29","87.3300","5465067.0000","87.8200","88.2000","87.1600"
"2016/12/28","87.3700","6413099.0000","88.3000","88.7500","87.2200"
"2016/12/27","87.5400","5215202.0000","86.7200","87.9400","86.7100"
"2016/12/23","86.7900","6358390.0000","86.6200","87.6800","86.6200"
"2016/12/22","86.8000","14368590.0000","87.8900","88.2600","86.0100"
"2016/12/21","89.2500","9021352.0000","89.9600","90.4300","89.2500"
"2016/12/20","89.8400","8424608.0000","89.1900","90.3100","88.9400"
"2016/12/19","88.9300","10206940.0000","88.6100","89.8200","88.4100"
"2016/12/16","88.6700","11322450.0000","89.0000","90.1000","88.5600"
"2016/12/15","88.8500","19170560.0000","90.0000","90.6000","88.7400"
"2016/12/14","91.1900","9148677.0000","91.8300","92.2600","90.8300"
"2016/12/13","92.1600","10450390.0000","92.8000","93.7300","91.8700"
"2016/12/12","92.4700","9347017.0000","92.0500","92.8900","91.7000"
"2016/12/09","93.2800","9162923.0000","92.5100","93.6400","92.2800"
"2016/12/08","92.3100","10907560.0000","91.8000","93.0800","91.0300"
"2016/12/07","91.0700","13218170.0000","90.5200","91.6500","89.5000"
"2016/12/06","90.4000","7772578.0000","91.5600","91.9300","89.9600"
"2016/12/05","90.9900","8862879.0000","90.0500","91.4000","89.5700"
"2016/12/02","90.4800","11711150.0000","90.3800","91.7400","89.9500"
"2016/12/01","89.8600","24008200.0000","94.0000","94.0550","89.1800"
"2016/11/30","94.0200","11415540.0000","95.2800","95.4800","93.3000"
"2016/11/29","94.9900","14128660.0000","93.6700","96.0550","93.3900"
"2016/11/28","93.7600","14287080.0000","93.0200","95.7411","93.0000"
"2016/11/25","93.0100","4868511.0000","93.5500","93.7500","92.7700"
"2016/11/23","93.0300","11736610.0000","92.5300","93.4000","91.4500"
"2016/11/22","93.2100","10396530.0000","94.2400","94.4200","93.1600"
"2016/11/21","93.4100","8926920.0000","94.0500","94.6600","93.0000"
"2016/11/18","93.3900","9729471.0000","94.8500","95.3000","92.6700"
"2016/11/17","94.0700","10375260.0000","94.7100","94.9800","93.6400"
"2016/11/16","92.8600","13047920.0000","91.3900","93.6800","91.3300"
"2016/11/15","91.0000","16700650.0000","91.0000","93.4900","90.7500"
"2016/11/14","89.7700","27341470.0000","92.4510","92.5400","87.8800"
"2016/11/11","92.9900","23694700.0000","93.8600","94.0900","91.1000"
"2016/11/10","94.3400","27298660.0000","98.3400","98.5000","92.2200"
"2016/11/09","96.6700","20912660.0000","97.3800","98.5800","95.8000"
"2016/11/08","99.8500","8065331.0000","99.3900","99.9900","98.3600"
"2016/11/07","99.3500","11184020.0000","100.0700","100.6200","99.1600"
"2016/11/04","97.5700","9038406.0000","96.9000","98.7900","96.6700"
"2016/11/03","97.7500","15580000.0000","98.0400","99.3000","96.4600"
"2016/11/02","98.5100","36965870.0000","103.8500","104.1000","97.3000"
"2016/11/01","101.1500","21226050.0000","100.4300","101.2400","99.2100"
"2016/10/31","101.6900","15833790.0000","102.6500","103.2100","101.4200"
"2016/10/28","101.9300","8352163.0000","102.3500","103.0500","101.5500"
"2016/10/27","102.3800","8793405.0000","103.3800","104.1100","101.8500"
"2016/10/26","102.7800","7570229.0000","103.6800","104.0000","102.7000"
"2016/10/25","104.2200","8961856.0000","104.8600","105.2002","104.0200"
"2016/10/24","104.5000","10878840.0000","104.9800","105.3000","103.5500"
"2016/10/21","103.9400","7356226.0000","103.7000","103.9400","102.7500"
"2016/10/20","103.8500","7087015.0000","104.2000","104.7400","103.5700"
"2016/10/19","103.9300","8931290.0000","104.3300","104.8000","103.6500"
"2016/10/18","103.3400","11082800.0000","104.4700","104.9900","103.3100"
"2016/10/17","102.8400","10349520.0000","101.5000","103.4700","101.2700"
"2016/10/14","101.8500","12779630.0000","104.2700","104.7000","101.0300"
"2016/10/13","102.1500","22377940.0000","102.0600","102.5500","99.0000"
"2016/10/12","103.6200","17735580.0000","105.0500","105.1100","101.8200"
"2016/10/11","105.2300","14676610.0000","107.8900","107.9700","104.7500"
"2016/10/10","108.4100","11505440.0000","106.7900","109.0000","106.5600"
"2016/10/07","106.0000","8948099.0000","106.8900","107.5500","105.5600"
"2016/10/06","107.0800","9879871.0000","107.3000","107.5100","106.1850"
"2016/10/05","106.9600","13154000.0000","105.8700","107.4500","105.6600"
"2016/10/04","105.4500","11065380.0000","105.9300","106.2300","105.0500"
"2016/10/03","105.3800","10842050.0000","105.4500","106.2900","104.9800"
"2016/09/30","105.7900","15566160.0000","106.5000","107.1000","105.7900"
"2016/09/29","105.5500","30216610.0000","106.5100","106.6900","104.5700"
"2016/09/28","108.7500","16287430.0000","108.4400","109.8700","107.1600"
"2016/09/27","108.2600","17497870.0000","106.5200","108.4900","106.3700"
"2016/09/26","105.8900","16792750.0000","106.5200","107.0600","105.3000"
"2016/09/23","107.7100","23078980.0000","108.2500","108.4000","106.7100"
"2016/09/22","109.3600","35615500.0000","107.5700","109.7600","107.4800"
"2016/09/21","106.0000","22985350.0000","102.4600","106.1900","102.2100"
"2016/09/20","101.4500","12848790.0000","102.9400","103.7300","100.9300"
"2016/09/19","103.0300","15220320.0000","105.1600","105.5000","102.1950"
"2016/09/16","104.6400","20361380.0000","104.0000","105.3900","103.8600"
"2016/09/15","104.4500","20830280.0000","102.6200","104.4800","102.5300"
"2016/09/14","102.4000","19593000.0000","100.0800","102.5900","100.0200"
"2016/09/13","100.2800","19992510.0000","100.3800","101.4900","98.8400"
"2016/09/12","100.8000","17305320.0000","97.3800","101.3800","97.0000"
"2016/09/09","99.6200","21234170.0000","101.8000","102.2100","99.0500"
"2016/09/08","102.5700","15474890.0000","101.9300","103.7800","101.6300"
"2016/09/07","102.3200","15732340.0000","103.8400","104.0000","102.2600"
"2016/09/06","103.7800","32771500.0000","100.4500","104.3000","100.4500"
"2016/09/02","99.2500","17469950.0000","97.9700","99.6650","97.9700"
"2016/09/01","97.4200","13366910.0000","97.3000","98.0000","97.0100"
"2016/08/31","97.1900","28600450.0000","96.1400","97.2000","96.0100"
"2016/08/30","96.0000","13983900.0000","95.3500","96.6800","95.1700"
"2016/08/29","94.8800","8812224.0000","94.6000","95.1600","94.2100"
"2016/08/26","95.0600","14118550.0000","94.1500","95.4500","94.0800"
"2016/08/25","93.9400","13027180.0000","93.7500","94.6900","93.1200"
"2016/08/24","93.8800","12702060.0000","95.6800","96.3000","93.5600"
"2016/08/23","95.7900","9638938.0000","95.5900","96.4800","95.4100"
"2016/08/22","95.6500","16218810.0000","96.4700","96.6300","94.7500"
"2016/08/19","96.8600","14263640.0000","96.9100","97.2400","96.3400"
"2016/08/18","97.0000","15006470.0000","97.2500","97.9400","96.6200"
"2016/08/17","97.0000","14973660.0000","96.1700","97.2500","96.0500"
"2016/08/16","96.6600","27486390.0000","96.1500","97.1500","95.0500"
"2016/08/15","97.1700","33792570.0000","98.2800","98.8600","96.8200"
"2016/08/12","98.2500","71918830.0000","92.9800","98.3500","92.9100"
"2016/08/11","91.7700","54147300.0000","92.1400","92.8000","91.2600"
"2016/08/10","87.3300","28135330.0000","86.0100","87.7300","86.0100"
"2016/08/09","85.2400","15375290.0000","85.0500","85.6300","84.8000"
"2016/08/08","85.0000","11514040.0000","84.9900","85.0200","84.3000"
"2016/08/05","84.5900","9389329.0000","85.0100","85.0800","84.4400"
"2016/08/04","84.7500","10720530.0000","83.7500","84.9800","83.6900"
"2016/08/03","83.6700","5363701.0000","83.3000","83.8400","83.1700"
"2016/08/02","83.8000","7682308.0000","84.3400","84.3400","82.9100"
"2016/08/01","84.3400","13313720.0000","82.7900","84.8000","82.5900"
"2016/07/29","82.4800","8707325.0000","83.3700","83.4200","81.9450"
"2016/07/28","83.1200","7465956.0000","83.4600","83.4900","82.1201"
"2016/07/27","83.1000","11603940.0000","83.6000","83.6400","83.0000"
"2016/07/26","83.5900","7708331.0000","82.8600","83.6300","82.6300"
"2016/07/25","83.1900","13182970.0000","84.4700","84.7900","82.6100"
"2016/07/22","84.4900","5987680.0000","84.0000","84.5000","83.8100"
"2016/07/21","84.1800","10176750.0000","84.7100","85.0000","83.6600"
"2016/07/20","84.4200","13980800.0000","83.2700","84.7000","83.2300"
"2016/07/19","82.7700","9792308.0000","82.4800","83.6900","82.0500"
"2016/07/18","82.6500","12107370.0000","80.6000","82.7900","80.6000"
"2016/07/15","81.2500","8915419.0000","81.7800","82.4900","80.9650"
"2016/07/14","81.7400","9356488.0000","81.1800","82.2400","80.8600"
"2016/07/13","80.5700","10727800.0000","81.8300","81.8800","80.3700"
"2016/07/12","81.7400","15265190.0000","81.7900","82.8800","81.5100"
"2016/07/11","81.4600","17367400.0000","79.3300","81.9000","79.2400"
"2016/07/08","78.9900","14011640.0000","78.4400","79.3500","77.8000"
"2016/07/07","79.3500","6808656.0000","79.0000","79.4899","78.7100"
"2016/07/06","78.6400","7737637.0000","78.4700","78.8200","77.6800"
"2016/07/05","78.9700","6837814.0000","79.0400","79.5500","78.3700"
"2016/07/01","79.6500","7264578.0000","79.1200","80.0500","79.1200"
"2016/06/30","79.5300","12483880.0000","78.3100","79.7600","78.2800"
"2016/06/29","78.0400","11449960.0000","76.9800","78.4800","76.9000"
"2016/06/28","76.2800","11238520.0000","75.5000","76.6000","75.5000"
"2016/06/27","74.2300","15203760.0000","75.8000","76.2900","73.3000"
"2016/06/24","76.2900","18148590.0000","76.8300","77.5000","75.4300"
"2016/06/23","79.1400","8258057.0000","79.1600","79.4600","78.5500"
"2016/06/22","78.7300","8160558.0000","79.0400","79.1200","78.2100"
"2016/06/21","78.6200","8865212.0000","78.7500","79.0800","78.4000"
"2016/06/20","78.1500","9603659.0000","77.9000","78.7899","77.8400"
"2016/06/17","77.0000","15547790.0000","78.4500","78.4500","76.4800"
"2016/06/16","78.2700","13551820.0000","77.8400","78.4000","76.2000"
"2016/06/15","78.3900","14720240.0000","78.3100","78.7686","77.5100"
"2016/06/14","77.7700","22349320.0000","76.8900","78.4500","76.7500"
"2016/06/13","75.4500","11289770.0000","75.2500","76.4550","74.8500"
"2016/06/10","75.9200","10419660.0000","76.4300","77.0500","75.7600"
"2016/06/09","77.5600","8991859.0000","77.3900","78.0700","76.7800"
"2016/06/08","77.6400","11603380.0000","78.0000","78.5300","77.3750"
"2016/06/07","77.8400","12876640.0000","78.1900","78.3700","77.3200"
"2016/06/06","78.0600","19155500.0000","77.1100","78.3300","76.7000"
"2016/06/03","76.6200","23675020.0000","77.2400","77.8000","75.7100"
"2016/06/02","77.3000","45371220.0000","76.6500","77.7500","76.5600"
"2016/06/01","76.6900","62462540.0000","79.1500","80.1400","76.5500"
"2016/05/31","82.0000","77980590.0000","81.0000","82.0300","80.2000"
"2016/05/27","80.9700","24544870.0000","78.4900","81.0000","78.3900"
"2016/05/26","78.3500","26930700.0000","76.9900","78.8650","76.8000"
"2016/05/25","75.5900","49605940.0000","78.5300","79.2000","74.1200"
"2016/05/24","81.1200","16675160.0000","79.1700","81.3100","79.0700"
"2016/05/23","79.0000","7172888.0000","78.9500","79.5000","78.6000"
"2016/05/20","78.7900","11037240.0000","79.0700","79.4500","78.3501"
"2016/05/19","78.3200","8311218.0000","78.6500","79.2600","77.6000"
"2016/05/18","79.0300","9070749.0000","78.7100","80.0000","78.4700"
"2016/05/17","79.3500","10970500.0000","79.8300","80.2000","79.3100"
"2016/05/16","79.2900","11637290.0000","77.8600","79.9300","77.5900"
"2016/05/13","77.1600","10073650.0000","78.8250","79.1600","76.9700"
"2016/05/12","79.1600","8773294.0000","80.0100","80.4500","78.3200"
"2016/05/11","79.8000","11059650.0000","79.4300","80.4850","79.4100"
